BK;WE;Objekt-Nr;BK/WE/ON;Objekt-Bezeichnung;Gebäudeart;Land;PLZ;Ort;Straße;Bahnhof;Region/Standort;Elektrotechniker
8300;1145821;1110;8300/1145821/1110;Aufnahmegebäude - Spital/Pyhrn;Aufnahmegebäude;AT;4582;Spital/Pyhrn;Bahnhofstraße 2;Spital am Pyhrn;IMM Oberösterreich (Linz);Burgholzer Franz
8300;1230432;1111;8300/1230432/1111;Aufnahmegebäude - Ardning;Aufnahmegebäude;AT;8904;Ardning;Ardning 21;Ardning;IMM Steiermark (Graz);Glawogger Wolfgang
8300;1230233;1114;8300/1230233/1114;Aufnahmegebäude - Haus/Ennstal;Aufnahmegebäude;AT;8967;Haus;Höhenfeld 35;Haus;IMM Salzburg (Salzburg);Hess Rudolf
8300;1230233;1116;8300/1230233/1116;Aufnahmegebäude - Gröbming;Aufnahmegebäude;AT;8962;Gröbming;Moosheim 100;Gröbming;IMM Salzburg (Salzburg);Hess Rudolf
8300;1189501;1118;8300/1189501/1118;Haltestellengebäude - Pürgg;Haltestellengebäude;AT;8951;Trautenfels;Unterburg 23;;IMM Salzburg (Salzburg);Hess Rudolf
8300;1230621;1119;8300/1230621/1119;Haltestellengebäude - Obertraun/Koppenbrühl;Haltestellengebäude;AT;4831;Obertraun;;;IMM Oberösterreich (Linz);Schnaitter Anton
8300;1230621;1120;8300/1230621/1120;Aufnahmegebäude - Obertraun;Aufnahmegebäude;AT;4831;Obertraun;Obertraun 85;Obertraun-Dachsteinhöhlen;IMM Oberösterreich (Linz);Schnaitter Anton
8300;1143001;1121;8300/1143001/1121;Haltestellengebäude - St. Pantaleon;Haltestellengebäude;AT;4303;St.Pantaleon;;;IMM NÖ-West (St. Pölten);Moser Johann
8300;1144641;1123;8300/1144641/1123;Haltestellengebäudengebäude - Kastenreith;Haltestellengebäude;AT;3335;Küpfern;Küpfern 34;;IMM Oberösterreich (Linz);Burgholzer Franz
8300;1144641;1124;8300/1144641/1124;Aufnahmegebäude - Schönau;Aufnahmegebäude;AT;4464;Kleinreifling;Kleinreifling 6;Kleinreifling;IMM Oberösterreich (Linz);Burgholzer Franz
8300;1230322;1127;8300/1230322/1127;Haltestellengebäude - Dürnbach;Haltestellengebäude;AT;4452;Dürnbach;;;IMM Oberösterreich (Linz);Burgholzer Franz
8300;1230322;1128;8300/1230322/1128;Aufnahmegebäude - Trattenbach;Aufnahmegebäude;AT;4453;Trattenbach;Bahnhofweg 1;Trattenbach;IMM Oberösterreich (Linz);Burgholzer Franz
8300;1240121;1135;8300/1240121/1135;Aufnahmegebäude - Marchtrenk;Aufnahmegebäude;AT;4614;Marchtrenk;Westbahnstraße 5;Marchtrenk;IMM Oberösterreich (Linz);Moedritscher Annemarie
8300;1240512;1136;8300/1240512/1136;Aufnahmegebäude Wallern - Bad Schallerbach;Aufnahmegebäude;AT;4701;Bad Schallerbach/Wallern;Bahnhofallee 1;Bad Schallerbach-Wallern;IMM Oberösterreich (Linz);Niederer Bruno
8300;1235611;1138;8300/1235611/1138;Aufnahmegebäude l.d.B - Aschach an der Donau;Aufnahmegebäude;AT;4082;Aschach/Donau;Bahnhofstraße 5;Aschach a.d.Donau;IMM Oberösterreich (Linz);Moedritscher Annemarie
8300;1240132;1142;8300/1240132/1142;Aufnahmegebäude - Breitenschützing;Aufnahmegebäude;AT;4691;Breitenschützing;Breitenschützing 22;Breitenschützing;IMM Oberösterreich (Linz);Moedritscher Annemarie
8300;1235211;1145;8300/1235211/1145;AG nur mehr Wohngebäude - Steinhaus;aufgelassene Betriebsgebäude;AT;4641;Steinhaus bei Wels;Hauptstraße 18;;IMM Oberösterreich (Linz);Moedritscher Annemarie
8300;1146421;1146;8300/1146421/1146;AG nur mehr Wohngebäude - Voitsdorf;aufgelassene Betriebsgebäude;AT;4551;Ried/Traunkreis;Voitsdorf 1;;IMM Oberösterreich (Linz);Moedritscher Annemarie
8300;1235221;1147;8300/1235221/1147;Aufnahmegebäude - Pettenbach;Aufnahmegebäude;AT;4643;Pettenbach;Bahnhofstraße 7;Pettenbach;IMM Oberösterreich (Linz);Moedritscher Annemarie
8300;1235221;1148;8300/1235221/1148;AG nur mehr Wohngebäude - Steinbach;1-2-Familienhaus;AT;4643;Pettenbach;Lidau 3;;IMM Oberösterreich (Linz);Moedritscher Annemarie
8300;1235221;1149;8300/1235221/1149;AG nur mehr Wohngebäude - Scharnstein;1-2-Familienhaus;AT;4644;Scharnstein;Bahnhofstraße 13;;IMM Oberösterreich (Linz);Moedritscher Annemarie
8300;1235221;1150;8300/1235221/1150;Aufnahmegebäude - Grünau im Almtal;Aufnahmegebäude;AT;4645;Grünau im Almtal;Bahnhofstraße 2;Grünau im Almtal;IMM Oberösterreich (Linz);Moedritscher Annemarie
8300;1168501;1153;8300/1168501/1153;Aufnahmegebäude - Dornbirn;Aufnahmegebäude;AT;6850;Dornbirn;Eisenbahnlinie 1;Dornbirn;IMM Tirol/Vorarlberg (Innsbruck);Rimml Alois
8300;1260174;1154;8300/1260174/1154;Aufnahmegebäude - Frastanz;Aufnahmegebäude;AT;6820;Frastanz;Sonnenbergstraße 7;Frastanz;IMM Tirol/Vorarlberg (Innsbruck);Rimml Alois
8300;1250141;1155;8300/1250141/1155;Technikgebäude Si Anlage  - Pettneu;Technikgebäude;AT;6574;Pettneu;Nr. 226;;IMM Tirol/Vorarlberg (Innsbruck);Rimml Alois
8300;1260174;1156;8300/1260174/1156;Aufnahmegebäude - Ludesch;Aufnahmegebäude;AT;6713;Ludesch;Bahnhofstraße 128;Ludesch;IMM Tirol/Vorarlberg (Innsbruck);Rimml Alois
8300;1177771;1157;8300/1177771/1157;Aufnahmegebäude - Nendeln;Aufnahmegebäude;LI;9485;Nendeln;Saegerstraße 40;Nendeln;IMM Tirol/Vorarlberg (Innsbruck);Rimml Alois
8300;1260173;1160;8300/1260173/1160;Aufnahmegebäude - Götzis;Aufnahmegebäude;AT;6840;Götzis;Bahnhofstraße 56;Götzis;IMM Tirol/Vorarlberg (Innsbruck);Rimml Alois
8300;1250141;1167;8300/1250141/1167;Aufnahmegebäude - Strengen;Aufnahmegebäude;AT;6571;Strengen;Strengen 248;Strengen;IMM Tirol/Vorarlberg (Innsbruck);Rimml Alois
8300;1260133;1168;8300/1260133/1168;Aufnahmegebäude - Stams;Aufnahmegebäude;AT;6422;Stams;Bahnhofstraße 8;Stams;IMM Tirol/Vorarlberg (Innsbruck);Rimml Alois
8300;1260133;1171;8300/1260133/1171;Aufnahmegebäude - Roppen;Aufnahmegebäude;AT;6426;Roppen;Lehne 8;Roppen;IMM Tirol/Vorarlberg (Innsbruck);Rimml Alois
8300;1161701;1172;8300/1161701/1172;Aufnahmegebäude - Reith;Aufnahmegebäude;AT;6103;Reith;Reith 4;Reith;IMM Tirol/Vorarlberg (Innsbruck);Rimml Alois
8300;1255112;1173;8300/1255112/1173;Aufnahmegebäude - Scharnitz;Aufnahmegebäude;AT;6108;Scharnitz;Bahnhofstraße 63;Scharnitz;IMM Tirol/Vorarlberg (Innsbruck);Rimml Alois
8300;1260133;1174;8300/1260133/1174;Blockposten - Imsterberg;Stellwerksgebäude;AT;6491;Imsterberg;;;IMM Tirol/Vorarlberg (Innsbruck);Rimml Alois
8300;1255211;1176;8300/1255211/1176;Aufnahmegebäude - Reutte;Aufnahmegebäude;AT;6600;Reutte;Bahnhofstraße 21;Reutte in Tirol;IMM Tirol/Vorarlberg (Innsbruck);Rimml Alois
8300;1260132;1180;8300/1260132/1180;AG nur mehr Wohngebäude - Flaurling;aufgelassene Betriebsgebäude;AT;6403;Flaurling;Bahnhofstraße 1;;IMM Tirol/Vorarlberg (Innsbruck);Rimml Alois
8300;1255111;1182;8300/1255111/1182;Aufnahmegebäude - Hötting;Aufnahmegebäude;AT;6020;Innsbruck;Fürstenweg 85;Innsbruck Hötting;IMM Tirol/Vorarlberg (Innsbruck);Rimml Alois
8300;1255111;1183;8300/1255111/1183;Haltestellengebäude - Kranebitten;Haltestellengebäude;AT;6020;Innsbruck/Kranebitten;;;IMM Tirol/Vorarlberg (Innsbruck);Rimml Alois
8300;1260111;1186;8300/1260111/1186;Aufnahmegebäude - Maishofen;Aufnahmegebäude;AT;5751;Maishofen;Dorfstraße 31;Maishofen-Saalbach;IMM Salzburg (Salzburg);Hess Rudolf
8300;1260113;1187;8300/1260113/1187;Aufnahmegebäude - Hochfilzen;Aufnahmegebäude;AT;6395;Hochfilzen;Bahnhof 4;Hochfilzen;IMM Tirol/Vorarlberg (Innsbruck);Rimml Alois
8300;1260113;1188;8300/1260113/1188;Aufnahmegebäude - Fieberbrunn;Aufnahmegebäude;AT;6391;Fieberbrunn;Bahnhofbichl 14;Fieberbrunn;IMM Tirol/Vorarlberg (Innsbruck);Rimml Alois
8300;1260115;1189;8300/1260115/1189;Aufnahmegebäude - Westendorf;Aufnahmegebäude;AT;6363;Westendorf;Bahnhofstraße 16;Westendorf;IMM Tirol/Vorarlberg (Innsbruck);Rimml Alois
8300;1186801;1192;8300/1186801/1192;Aufnahmegebäude ld.B. - Hönigsberg;Aufnahmegebäude;AT;8682;Hönigsberg;;;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Ringeisen Karl
8300;1280511;1193;8300/1280511/1193;Aufnahmegebäude - Marein/ StLorenzen;Aufnahmegebäude;AT;8641;Marein/St. Lorenzen;Bahnhofstraße 9;Marein-St.Lorenzen;IMM Steiermark (Graz);Glawogger Wolfgang
8300;1186051;1194;8300/1186051/1194;Haltestellengebäude Fachhochschule - Karpfenberg;Haltestellengebäude;AT;8605;Kapfenberg;Krottendorf 18;;IMM Steiermark (Graz);Glawogger Wolfgang
8300;1276211;1197;8300/1276211/1197;Aufnahmegebäude - Weitersfeld;Aufnahmegebäude;AT;8473;Weitersfeld;Weitersfeld an der Mur 89;Weitersfeld a.d.Mur;IMM Steiermark (Graz);Glawogger Wolfgang
8300;1276211;1198;8300/1276211/1198;Aufnahmegebäude - Gosdorf;Aufnahmegebäude;AT;8482;Gosdorf;Gosdorf 84;Gosdorf;IMM Steiermark (Graz);Glawogger Wolfgang
8300;1271411;1199;8300/1271411/1199;Blockposten - Takern/St Margarethen;Technikgebäude;AT;8321;St. Margarethen;Takern I 43;;IMM Steiermark (Graz);Glawogger Wolfgang
8300;1180201;1200;8300/1180201/1200;Aufnahmegebäude - Graz Messendorf;Aufnahmegebäude;AT;8042;Graz Messendorf;Bahnhofstraße 2;Messendorf;IMM Steiermark (Graz);Glawogger Wolfgang
8300;1276711;1202;8300/1276711/1202;Aufnahmegebäude - Hatzendorf;Aufnahmegebäude;AT;8361;Hatzendorf;Hatzendorf 27;Hatzendorf;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Ringeisen Karl
8300;1276712;1204;8300/1276712/1204;HST nur mehr Wohngebäude - Leitersdorf;1-2-Familienhaus;AT;8271;Leitersdorf;Leitersdorf 103;;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Ringeisen Karl
8300;1194701;1209;8300/1194701/1209;Aufnahmegebäude - St. Paul/Lavanttal;Aufnahmegebäude;AT;9470;St. Paul i. Lavanttal;Bahnhofstraße 10;St.Paul;IMM Kärnten/Osttirol  (Villach);Schmoelzer Christian
8300;1271221;1210;8300/1271221/1210;Aufnahmegebäude - Trofaich;Aufnahmegebäude;AT;8793;Trofaich;Bahnstraße 16;Trofaiach;IMM Steiermark (Graz);Glawogger Wolfgang
8300;1280411;1211;8300/1280411/1211;Aufnahmegebäude - Mautern;Aufnahmegebäude;AT;8774;Mautern;Bahnhofstraße 8;Mautern;IMM Steiermark (Graz);Glawogger Wolfgang
8300;1271221;1214;8300/1271221/1214;Aufnahmegebäude - St. Peter Freienstein;Aufnahmegebäude;AT;8792;St. Peter-Freienstein;Bahnstraße 1;St.Peter-Freienstein;IMM Steiermark (Graz);Glawogger Wolfgang
8300;1271221;1216;8300/1271221/1216;Haltestellengebäude - Gladen;Haltestellengebäude;AT;8793;Gladen;Gladenstraße 3;;IMM Steiermark (Graz);Glawogger Wolfgang
8300;1270711;1220;8300/1270711/1220;Haltestellengebäude - Tassenbach;Haltestellengebäude;AT;9913;Abfaltersbach;;;IMM Kärnten/Osttirol  (Villach);Schmoelzer Christian
8300;1198001;1221;8300/1198001/1221;Aufnahmegebäude - Spittal/Drau;Aufnahmegebäude;AT;9800;Spittal a.d. Drau;Südtirolerplatz 4;Spittal-Millstättersee;IMM Kärnten/Osttirol  (Villach);Schmoelzer Christian
8300;1270722;1222;8300/1270722/1222;Aufnahmegebäude - Dölsach;Aufnahmegebäude;AT;9991;Dölsach;Bahnhofstraße 18;Dölsach;IMM Kärnten/Osttirol  (Villach);Schmoelzer Christian
8300;1270722;1224;8300/1270722/1224;Haltestellengebäude - Nikolsdorf;Haltestellengebäude;AT;9782;Nikolsdorf;;;IMM Kärnten/Osttirol  (Villach);Schmoelzer Christian
8300;1198001;1225;8300/1198001/1225;Haltestellengebäude - Lendorf;Haltestellengebäude;AT;9811;Lendorf;;;IMM Kärnten/Osttirol  (Villach);Schmoelzer Christian
8300;1270721;1226;8300/1270721/1226;Aufnahmegebäude - Kleblach Lind;Aufnahmegebäude;AT;9753;Kleblach Lind;Kleblach 24;Kleblach-Lind;IMM Kärnten/Osttirol  (Villach);Schmoelzer Christian
8300;1270611;1227;8300/1270611/1227;HST nur mehr Wohngebäude - Klammstein;aufgelassene Betriebsgebäude;AT;5632;Dorfgastein;Klammstein 34;;IMM Salzburg (Salzburg);Hess Rudolf
8300;1270611;1228;8300/1270611/1228;Aufnahmegebäude - Dorfgastein;Aufnahmegebäude;AT;5632;Dorfgastein;Bahnhofstraße 10;Dorfgastein;IMM Salzburg (Salzburg);Hess Rudolf
8300;1270611;1230;8300/1270611/1230;WG + Technikgebäude - Angertal;Technikgebäude;AT;5630;Angertal;Vorderschneeberg 37;;IMM Salzburg (Salzburg);Hess Rudolf
8300;1156402;1231;8300/1156402/1231;Wohngebäude Blümlweg 7 - Böckstein;aufgelassene Betriebsgebäude;AT;5645;Böckstein;Blümlweg 7;;IMM Kärnten/Osttirol  (Villach);Schmoelzer Christian
8300;1280651;1233;8300/1280651/1233;Aufnahmegebäude - Kolbnitz;Aufnahmegebäude;AT;9815;Kolbnitz;Mitterberg 21;Kolbnitz;IMM Kärnten/Osttirol  (Villach);Schmoelzer Christian
8300;1196011;1235;8300/1196011/1235;Aufnahmegebäude - Arnoldstein;Aufnahmegebäude;AT;9601;Arnoldstein;;Arnoldstein;IMM Kärnten/Osttirol  (Villach);Schmoelzer Christian
8300;1281371;1236;8300/1281371/1236;Aufnahmegebäude - Thörl Maglern;Aufnahmegebäude;AT;9602;Thörl/Maglern;;Thörl-Maglern;IMM Kärnten/Osttirol  (Villach);Schmoelzer Christian
8300;1275111;1237;8300/1275111/1237;Aufnahmegebäude - Nötsch;Aufnahmegebäude;AT;9611;Nötsch;Nötsch im Gailtal 56;Nötsch;IMM Kärnten/Osttirol  (Villach);Schmoelzer Christian
8300;1270681;1241;8300/1270681/1241;Aufnahmegebäude - Faak/See;Aufnahmegebäude;AT;9583;Faak am See;Seeuferlandestraße 22;Faak am See;IMM Kärnten/Osttirol  (Villach);Schmoelzer Christian
8300;1270681;1243;8300/1270681/1243;Aufnahmegebäude - Ledenitzen;Aufnahmegebäude;AT;9581;Ledenitzen;Mittagskogelweg 23;Ledenitzen;IMM Kärnten/Osttirol  (Villach);Schmoelzer Christian
8300;1191831;1244;8300/1191831/1244;Aufnahmegebäude - Winkel;Haltestellengebäude;AT;9183;Winkl/Rosental;;;IMM Kärnten/Osttirol  (Villach);Schmoelzer Christian
8300;1191831;1245;8300/1191831/1245;Aufnahmegebäude - Rosenbach;Aufnahmegebäude;AT;9183;Rosenbach;;Rosenbach;IMM Kärnten/Osttirol  (Villach);Schmoelzer Christian
8300;1272111;1246;8300/1272111/1246;Aufnahmegebäude - Liebenfels;Aufnahmegebäude;AT;9556;Liebenfels;Bahnhofstraße 1;Liebenfels;IMM Kärnten/Osttirol  (Villach);Schmoelzer Christian
8300;1272111;1247;8300/1272111/1247;Aufnahmegebäude - Glanegg;Aufnahmegebäude;AT;9555;Glanegg;Glanegg 6;Glanegg;IMM Kärnten/Osttirol  (Villach);Schmoelzer Christian
8300;1272111;1248;8300/1272111/1248;Aufnahmegebäude - Feldkirchen/Kärnten;Aufnahmegebäude;AT;9560;Feldkirchen/Kärnten;Bahnhofstraße 47;Feldkirchen in Kärnten;IMM Kärnten/Osttirol  (Villach);Schmoelzer Christian
8300;1272111;1249;8300/1272111/1249;Aufnahmegebäude - Steindorf;Aufnahmegebäude;AT;9552;Steindorf;Kirchenweg 5;Steindorf am Ossiachersee;IMM Kärnten/Osttirol  (Villach);Schmoelzer Christian
8300;1272111;1250;8300/1272111/1250;Aufnahmegebäude - Ossiach/Bodensdorf;Aufnahmegebäude;AT;9551;Ossiach/Bodensdorf;Bahnhofstraße 5;Ossiach-Bodensdorf;IMM Kärnten/Osttirol  (Villach);Schmoelzer Christian
8300;1272111;1252;8300/1272111/1252;Aufnahmegebäude - Sattendorf;Aufnahmegebäude;AT;9520;Sattendorf;Sattendorf 11;Sattendorf;IMM Kärnten/Osttirol  (Villach);Schmoelzer Christian
8300;1272111;1254;8300/1272111/1254;Aufnahmegebäude - St. Ruprecht;Aufnahmegebäude;AT;9500;St. Ruprecht b. Villach;Millstätterstraße 54;Villach St.Ruprecht;IMM Kärnten/Osttirol  (Villach);Schmoelzer Christian
8300;1275111;1255;8300/1275111/1255;Aufnahmegebäude - Görtschach Förolach;Aufnahmegebäude;AT;9615;Görtschach/Förolach;Görtschach 45;Görtschach-Förolach;IMM Kärnten/Osttirol  (Villach);Schmoelzer Christian
8300;1275111;1256;8300/1275111/1256;Aufnahmegebäude - Hermagor;Aufnahmegebäude;AT;9620;Hermagor;Gailtalstraße 15;Hermagor;IMM Kärnten/Osttirol  (Villach);Schmoelzer Christian
8300;1275111;1257;8300/1275111/1257;Aufnahmegebäude - Rattendorf Jenig;aufgelassene Betriebsgebäude;AT;9620;Rattendorf/Jenig;Rattendorf 19;Rattendorf-Jenig;IMM Kärnten/Osttirol  (Villach);Schmoelzer Christian
8300;1275111;1258;8300/1275111/1258;Aufnahmegebäude - Kirchbach;aufgelassene Betriebsgebäude;AT;9632;Kirchbach;Kirchbach 60;Kirchbach im Gailtal;IMM Kärnten/Osttirol  (Villach);Schmoelzer Christian
8300;1281341;1261;8300/1281341/1261;Haltestellengebäude - Töschling;Haltestellengebäude;AT;9210;Töschling;;;IMM Kärnten/Osttirol  (Villach);Schmoelzer Christian
8300;1281341;1262;8300/1281341/1262;Haltestellengebäude - Lind Rosegg;Haltestellengebäude;AT;9220;Lind Rosegg;;;IMM Kärnten/Osttirol  (Villach);Schmoelzer Christian
8300;1281341;1263;8300/1281341/1263;Aufnahmegebäude - Föderlach;Aufnahmegebäude;AT;9241;Föderlach;Föderlach 25;Föderlach;IMM Kärnten/Osttirol  (Villach);Schmoelzer Christian
8300;1195001;1265;8300/1195001/1265;Aufnahmegebäude - Villach Wbf;Aufnahmegebäude;AT;9500;Villach;Steinwenderstraße 2;Villach Westbf;IMM Kärnten/Osttirol  (Villach);Schmoelzer Christian
8300;1195001;1266;8300/1195001/1266;Aufnahmegebäude - Villach Warmbad;Aufnahmegebäude;AT;9500;Villach Warmbad;Warmbader Straße 105;Villach Warmbad;IMM Kärnten/Osttirol  (Villach);Schmoelzer Christian
8300;1272111;1267;8300/1272111/1267;Aufnahmegebäude - St. Martin/Sittich;Aufnahmegebäude;AT;9560;St. Martin/Sittich;Agsdorf Gegend 17;St.Martin-Sittich;IMM Kärnten/Osttirol  (Villach);Schmoelzer Christian
8300;1220171;1269;8300/1220171/1269;Aufnahmegebäude - St. Peter/Seitenstetten;Aufnahmegebäude;AT;3352;St. Peter/Au;An der Bahn 33;St.Peter-Seitenstetten;IMM NÖ-West (St. Pölten);Moser Johann
8300;1124341;1270;8300/1124341/1270;Aufnahmegebäude - Trautmannsdorf;Aufnahmegebäude;AT;2454;Trautmannsdorf;Bahngasse 1;Trautmannsdorf a.d.L.;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Ringeisen Karl
8300;1219132;1271;8300/1219132/1271;Aufnahmegebäude - Bad Deutsch Altenburg;Aufnahmegebäude;AT;2405;Bad Deutsch Altenburg;Hainburgerstraße 40;Bad Deutsch Altenburg;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Ringeisen Karl
8300;1217411;1273;8300/1217411/1273;Aufnahmegebäude - Plank/K;Aufnahmegebäude;AT;3564;Plank/Kamp;Oberplank 30;Plank am Kamp;IMM NÖ-West (St. Pölten);Maierhofer Paul
8300;1211111;1274;8300/1211111/1274;HST nur mehr Wohngebäude - Gedersdorf;aufgelassene Betriebsgebäude;AT;3494;Gedersdorf;;;IMM NÖ-West (St. Pölten);Geiger Andreas
8300;1218211;1277;8300/1218211/1277;AG nur mehr Wohngebäude - Groß Engersdorf;aufgelassene Betriebsgebäude;AT;2212;Groß Engersdorf;;;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Ringeisen Karl
8300;1121361;1285;8300/1121361/1285;Aufnahmegebäude - Laa/Thaya;Aufnahmegebäude;AT;2136;Laa/Thaya;Am Ostbahnhof 2-4;Laa a.d.Thaya;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Ringeisen Karl
8300;1121301;1286;8300/1121301/1286;Aufnahmegebäude - Mistelbach;Aufnahmegebäude;AT;2130;Mistelbach;Bahnstraße 30;Mistelbach;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Ringeisen Karl
8300;1122221;1287;8300/1122221/1287;Aufnahmegebäude - Pirawarth;aufgelassene Betriebsgebäude;AT;2222;Pirawarth;Bahnstraße 17;;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Ringeisen Karl
8300;1210711;1289;8300/1210711/1289;Aufnahmegebäude - Pottenstein;Aufnahmegebäude;AT;2563;Pottenstein;Bahnstraße 19;Pottenstein a.d.Triesting;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Ringeisen Karl
8300;1120701;1290;8300/1120701/1290;Aufnahmegebäude+Zollgebäude - Retz;Aufnahmegebäude;AT;2070;Retz;Bahnhofplatz 1;Retz;IMM NÖ-West (St. Pölten);Maierhofer Paul
8300;1134001;1293;8300/1134001/1293;Aufnahmegebäude l.d.B - Klosterneuburg Kierling;Aufnahmegebäude;AT;3400;Klosterneuburg/Kierling;Niedermarkt 4;Klosterneuburg-Kierling;IMM NÖ-West (St. Pölten);Geiger Andreas
8300;1111101;1298;8300/1111101/1298;Aufnahmegebäude - Kl Schwechat;Aufnahmegebäude;AT;1110;Wien;Kaiserebersdorf 421;Klein Schwechat (in Kls);IMM Wien (Wien);
8300;1230622;1301;8300/1230622/1301;Aufnahmegebäude - Mitterweißenbach;Aufnahmegebäude;AT;4820;Mitterweissenbach;Kößlbachstraße 5;Mitterweißenbach;IMM Oberösterreich (Linz);Schnaitter Anton
8300;1230421;1304;8300/1230421/1304;Aufnahmegebäude - Neuhofen/Krems;Aufnahmegebäude;AT;4501;Neuhofen/Krems;Bahnhofstraße 2;Neuhofen a.d.Krems;IMM Oberösterreich (Linz);Burgholzer Franz
8300;1189501;1306;8300/1189501/1306;Haltestellengebäude - Trautenfels;Haltestellengebäude;AT;8951;Trautenfels;Trautenfels 30;;IMM Salzburg (Salzburg);Hess Rudolf
8300;1230221;1307;8300/1230221/1307;Aufnahmegebäude - Admont;Aufnahmegebäude;AT;8911;Admont;Bahnhofstraße 109;Admont;IMM Steiermark (Graz);Glawogger Wolfgang
8300;1144641;1309;8300/1144641/1309;Aufnahmegebäude - Kleinreifling;Aufnahmegebäude;AT;4464;Kleinreifling;Kleinreifling 106;Kleinreifling;IMM Oberösterreich (Linz);Burgholzer Franz
8300;1146421;1316;8300/1146421/1316;AG nur mehr Wohngebäude - Sattled;aufgelassene Betriebsgebäude;AT;4642;Sattledt;Bahnhofstraße 3;;IMM Oberösterreich (Linz);Moedritscher Annemarie
8300;1161001;1320;8300/1161001/1320;Aufnahmegebäude - Seefeld;Aufnahmegebäude;AT;6100;Seefeld/Tirol;Bahnhofplatz 115;Seefeld in Tirol;IMM Tirol/Vorarlberg (Innsbruck);Rimml Alois
8300;1260221;1322;8300/1260221/1322;Aufnahmegebäude - Gries/Brenner;Aufnahmegebäude;AT;6156;Gries/Brenner;Ritten 143;Gries;IMM Tirol/Vorarlberg (Innsbruck);Rimml Alois
8300;1260221;1323;8300/1260221/1323;Haltestellengebäude - St. Jodok;Aufnahmegebäude;AT;6154;St. Jodok;;St.Jodok;IMM Tirol/Vorarlberg (Innsbruck);Rimml Alois
8300;1163701;1324;8300/1163701/1324;Haltestellengebäude - Hahnenkamm;Haltestellengebäude;AT;6370;Kitzbühel;Josef-Herold-Straße 23;;IMM Tirol/Vorarlberg (Innsbruck);Rimml Alois
8300;1163001;1325;8300/1163001/1325;Technikgebäude (ehem. Aufnahmegebäude) - Kirchbichl;Technikgebäude;AT;6322;Kirchbichl;Bahnhofstraße 15;Kirchbichl;IMM Tirol/Vorarlberg (Innsbruck);Rimml Alois
8300;1270541;1327;8300/1270541/1327;Aufnahmegebäude - Wildon;Aufnahmegebäude;AT;8410;Wildon;Bahnhofstraße 4;Wildon;IMM Steiermark (Graz);Glawogger Wolfgang
8300;1271411;1328;8300/1271411/1328;Aufnahmegebäude - Studenzen;Aufnahmegebäude;AT;8322;Studenzen;Bahnhofstraße 74;Studenzen-Fladnitz;IMM Steiermark (Graz);Glawogger Wolfgang
8300;1276712;1329;8300/1276712/1329;AG nur mehr Wohngebäude - St. Johann;aufgelassene Betriebsgebäude;AT;8295;St. Johann;St. Johann 55;;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Ringeisen Karl
8300;1271411;1330;8300/1271411/1330;Aufnahmegebäude - Feldbach;Aufnahmegebäude;AT;8330;Feldbach;Bahnhofstraße 3;Feldbach;IMM Steiermark (Graz);Glawogger Wolfgang
8300;1275712;1331;8300/1275712/1331;Aufnahmegebäude - Twimberg;Aufnahmegebäude;AT;9441;Twimberg;Gräbern 45;Twimberg;IMM Kärnten/Osttirol  (Villach);Schmoelzer Christian
8300;1156402;1332;8300/1156402/1332;Aufnahmegebäude - Böckstein;Aufnahmegebäude;AT;5645;Böckstein;Bundesstraße 126;;IMM Kärnten/Osttirol  (Villach);Schmoelzer Christian
8300;1270711;1333;8300/1270711/1333;Aufnahmegebäude - Sillian;Aufnahmegebäude;AT;9920;Sillian;Sillian 150;Sillian;IMM Kärnten/Osttirol  (Villach);Schmoelzer Christian
8300;1270711;1334;8300/1270711/1334;Aufnahmegebäude - Thal/Assling;Aufnahmegebäude;AT;9911;Thal/Assling;Thal-Aue 117;Thal;IMM Kärnten/Osttirol  (Villach);Schmoelzer Christian
8300;1210212;1335;8300/1210212/1335;AG nur mehr Wohngebäude - Gaflenz;aufgelassene Betriebsgebäude;AT;3334;Gaflenz;Gaflenz 40;;IMM Oberösterreich (Linz);Burgholzer Franz
8300;1210211;1337;8300/1210211/1337;Aufnahmegebäude - Ulmerfeld/Hausmening;Aufnahmegebäude;AT;3363;Ulmerfeld/Hausmening;Bahnhofstraße 22;Ulmerfeld-Hausmening;IMM NÖ-West (St. Pölten);Moser Johann
8300;1219132;1338;8300/1219132/1338;Aufnahmegebäude Ungartor - Hainburg;Aufnahmegebäude;AT;2410;Hainburg;Krüklstraße 10a;Hainburg a.d.Donau Ungartor;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Ringeisen Karl
8300;1217311;1339;8300/1217311/1339;Aufnahmegebäude - Statzendorf;Aufnahmegebäude;AT;3125;Absdorf;Bahnhofsstraße 10;Statzendorf;IMM NÖ-West (St. Pölten);Geiger Andreas
